---
title: Causes of Death in France from 1925 to 1999
source: The data is made available by INED <www.ined.fr> at
  <https://www.ined.fr/en/everything_about_population/data/online-databases/death_causes_since_1925/>
  The original data authors are Jacques Vallin <vallin@ined.fr> and France
  Meslé <mesle@ined.fr>.
variables:
    year : period calendar year
    sex  : -
    age  : age groups in years [a, b]
    cod  : cause of death category (ICD-9 code)
    dx   : number of deaths
note: The data was downloaded in June 2014 in the form of `html` tables made
  availabe by the INED web interface. It was then converted into `.csv` format
  and aggregated into the current form.
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
date: 2015-08-19
...

year,sex,age,cod,dx
1986,total,95-99,320*-359*,74
1987,total,95-99,320*-359*,82
1988,total,95-99,320*-359*,173
1989,total,95-99,320*-359*,109
1990,total,95-99,320*-359*,135
1991,total,95-99,320*-359*,487
1992,total,95-99,320*-359*,147
1993,total,95-99,320*-359*,151
1994,total,95-99,320*-359*,184
1995,total,95-99,320*-359*,245
1996,total,95-99,320*-359*,240
1997,total,95-99,320*-359*,324
1998,total,95-99,320*-359*,413
1999,total,95-99,320*-359*,599
1925,total,100+,320*-359*,0
1926,total,100+,320*-359*,0
1927,total,100+,320*-359*,0
1928,total,100+,320*-359*,0
1929,total,100+,320*-359*,0
1930,total,100+,320*-359*,1
1931,total,100+,320*-359*,1
1932,total,100+,320*-359*,1
1933,total,100+,320*-359*,1
1934,total,100+,320*-359*,1
1935,total,100+,320*-359*,1
1936,total,100+,320*-359*,1
1937,total,100+,320*-359*,1
1938,total,100+,320*-359*,1
1939,total,100+,320*-359*,1
1940,total,100+,320*-359*,2
1941,total,100+,320*-359*,2
1942,total,100+,320*-359*,2
1943,total,100+,320*-359*,1
1944,total,100+,320*-359*,1
1945,total,100+,320*-359*,1
1946,total,100+,320*-359*,1
1947,total,100+,320*-359*,1
1948,total,100+,320*-359*,2
1949,total,100+,320*-359*,2
1950,total,100+,320*-359*,5
1951,total,100+,320*-359*,5
1952,total,100+,320*-359*,3
1953,total,100+,320*-359*,3
1954,total,100+,320*-359*,2
1955,total,100+,320*-359*,2
1956,total,100+,320*-359*,2
1957,total,100+,320*-359*,4
1958,total,100+,320*-359*,0
1959,total,100+,320*-359*,2
1960,total,100+,320*-359*,3
1961,total,100+,320*-359*,3
1962,total,100+,320*-359*,4
1963,total,100+,320*-359*,4
1964,total,100+,320*-359*,1
1965,total,100+,320*-359*,3
1966,total,100+,320*-359*,6
1967,total,100+,320*-359*,3
1968,total,100+,320*-359*,5
1969,total,100+,320*-359*,11
1970,total,100+,320*-359*,15
1971,total,100+,320*-359*,10
1972,total,100+,320*-359*,7
1973,total,100+,320*-359*,5
1974,total,100+,320*-359*,18
1975,total,100+,320*-359*,4
1976,total,100+,320*-359*,15
1977,total,100+,320*-359*,18
1978,total,100+,320*-359*,22
1979,total,100+,320*-359*,12
1980,total,100+,320*-359*,16
1981,total,100+,320*-359*,17
1982,total,100+,320*-359*,14
1983,total,100+,320*-359*,15
1984,total,100+,320*-359*,13
1985,total,100+,320*-359*,14
1986,total,100+,320*-359*,12
1987,total,100+,320*-359*,19
1988,total,100+,320*-359*,29
1989,total,100+,320*-359*,10
1990,total,100+,320*-359*,7
1991,total,100+,320*-359*,11
1992,total,100+,320*-359*,12
1993,total,100+,320*-359*,15
1994,total,100+,320*-359*,10
1995,total,100+,320*-359*,19
1996,total,100+,320*-359*,26
1997,total,100+,320*-359*,18
1998,total,100+,320*-359*,34
1999,total,100+,320*-359*,42
1925,total,total,360*-389*,420
1926,total,total,360*-389*,453
1927,total,total,360*-389*,431
1928,total,total,360*-389*,546
1929,total,total,360*-389*,577
1930,total,total,360*-389*,534
1931,total,total,360*-389*,530
1932,total,total,360*-389*,474
1933,total,total,360*-389*,442
1934,total,total,360*-389*,393
1935,total,total,360*-389*,455
1936,total,total,360*-389*,459
1937,total,total,360*-389*,491
1938,total,total,360*-389*,559
1939,total,total,360*-389*,593
1940,total,total,360*-389*,609
1941,total,total,360*-389*,572
1942,total,total,360*-389*,609
1943,total,total,360*-389*,471
1944,total,total,360*-389*,526
1945,total,total,360*-389*,902
1946,total,total,360*-389*,1065
1947,total,total,360*-389*,1168
1948,total,total,360*-389*,860
1949,total,total,360*-389*,850
1950,total,total,360*-389*,698
1951,total,total,360*-389*,650
1952,total,total,360*-389*,549
1953,total,total,360*-389*,447
1954,total,total,360*-389*,446
1955,total,total,360*-389*,420
1956,total,total,360*-389*,397
1957,total,total,360*-389*,357
1958,total,total,360*-389*,330
1959,total,total,360*-389*,265
1960,total,total,360*-389*,207
1961,total,total,360*-389*,196
1962,total,total,360*-389*,196
1963,total,total,360*-389*,161
1964,total,total,360*-389*,155
1965,total,total,360*-389*,136
1966,total,total,360*-389*,127
1967,total,total,360*-389*,157
1968,total,total,360*-389*,119
1969,total,total,360*-389*,108
1970,total,total,360*-389*,119
1971,total,total,360*-389*,108
1972,total,total,360*-389*,114
1973,total,total,360*-389*,146
1974,total,total,360*-389*,139
1975,total,total,360*-389*,134
1976,total,total,360*-389*,128
1977,total,total,360*-389*,107
1978,total,total,360*-389*,82
1979,total,total,360*-389*,86
1980,total,total,360*-389*,69
1981,total,total,360*-389*,94
1982,total,total,360*-389*,85
1983,total,total,360*-389*,82
1984,total,total,360*-389*,91
1985,total,total,360*-389*,87
1986,total,total,360*-389*,127
1987,total,total,360*-389*,77
1988,total,total,360*-389*,73
1989,total,total,360*-389*,67
1990,total,total,360*-389*,86
1991,total,total,360*-389*,67
1992,total,total,360*-389*,66
1993,total,total,360*-389*,72
1994,total,total,360*-389*,64
1995,total,total,360*-389*,73
1996,total,total,360*-389*,37
1997,total,total,360*-389*,66
1998,total,total,360*-389*,67
1999,total,total,360*-389*,66
1925,total,<1,360*-389*,102
1926,total,<1,360*-389*,120
1927,total,<1,360*-389*,113
1928,total,<1,360*-389*,168
1929,total,<1,360*-389*,187
1930,total,<1,360*-389*,204
1931,total,<1,360*-389*,159
1932,total,<1,360*-389*,147
1933,total,<1,360*-389*,159
1934,total,<1,360*-389*,173
1935,total,<1,360*-389*,220
1936,total,<1,360*-389*,242
1937,total,<1,360*-389*,340
1938,total,<1,360*-389*,394
1939,total,<1,360*-389*,469
1940,total,<1,360*-389*,472
1941,total,<1,360*-389*,451
1942,total,<1,360*-389*,506
1943,total,<1,360*-389*,400
1944,total,<1,360*-389*,426
1945,total,<1,360*-389*,768
1946,total,<1,360*-389*,946
1947,total,<1,360*-389*,1049
1948,total,<1,360*-389*,786
1949,total,<1,360*-389*,749
1950,total,<1,360*-389*,589
1951,total,<1,360*-389*,528
1952,total,<1,360*-389*,421
1953,total,<1,360*-389*,324
1954,total,<1,360*-389*,338
1955,total,<1,360*-389*,312
1956,total,<1,360*-389*,282
1957,total,<1,360*-389*,253
1958,total,<1,360*-389*,219
1959,total,<1,360*-389*,168
1960,total,<1,360*-389*,122
1961,total,<1,360*-389*,89
1962,total,<1,360*-389*,107
1963,total,<1,360*-389*,68
1964,total,<1,360*-389*,66
1965,total,<1,360*-389*,54
1966,total,<1,360*-389*,50
1967,total,<1,360*-389*,39
1968,total,<1,360*-389*,29
1969,total,<1,360*-389*,20
1970,total,<1,360*-389*,25
1971,total,<1,360*-389*,20
1972,total,<1,360*-389*,28
1973,total,<1,360*-389*,19
1974,total,<1,360*-389*,11
1975,total,<1,360*-389*,14
1976,total,<1,360*-389*,9
1977,total,<1,360*-389*,8
1978,total,<1,360*-389*,2
1979,total,<1,360*-389*,7
1980,total,<1,360*-389*,4
1981,total,<1,360*-389*,6
1982,total,<1,360*-389*,4
1983,total,<1,360*-389*,4
1984,total,<1,360*-389*,2
1985,total,<1,360*-389*,4
1986,total,<1,360*-389*,5
1987,total,<1,360*-389*,1
1988,total,<1,360*-389*,0
1989,total,<1,360*-389*,0
1990,total,<1,360*-389*,0
1991,total,<1,360*-389*,3
1992,total,<1,360*-389*,4
1993,total,<1,360*-389*,6
1994,total,<1,360*-389*,3
1995,total,<1,360*-389*,2
1996,total,<1,360*-389*,0
1997,total,<1,360*-389*,0
1998,total,<1,360*-389*,1
1999,total,<1,360*-389*,2
1925,total,1-4,360*-389*,75
1926,total,1-4,360*-389*,79
1927,total,1-4,360*-389*,79
1928,total,1-4,360*-389*,71
1929,total,1-4,360*-389*,76
1930,total,1-4,360*-389*,59
1931,total,1-4,360*-389*,74
1932,total,1-4,360*-389*,67
1933,total,1-4,360*-389*,62
1934,total,1-4,360*-389*,50
1935,total,1-4,360*-389*,52
1936,total,1-4,360*-389*,50
1937,total,1-4,360*-389*,38
1938,total,1-4,360*-389*,30
1939,total,1-4,360*-389*,28
1940,total,1-4,360*-389*,35
1941,total,1-4,360*-389*,42
1942,total,1-4,360*-389*,35
1943,total,1-4,360*-389*,20
1944,total,1-4,360*-389*,27
1945,total,1-4,360*-389*,48
1946,total,1-4,360*-389*,36
1947,total,1-4,360*-389*,62
1948,total,1-4,360*-389*,35
1949,total,1-4,360*-389*,53
1950,total,1-4,360*-389*,47
1951,total,1-4,360*-389*,60
1952,total,1-4,360*-389*,62
1953,total,1-4,360*-389*,51
1954,total,1-4,360*-389*,32
1955,total,1-4,360*-389*,39
1956,total,1-4,360*-389*,31
1957,total,1-4,360*-389*,27
1958,total,1-4,360*-389*,36
1959,total,1-4,360*-389*,26
1960,total,1-4,360*-389*,17
1961,total,1-4,360*-389*,20
1962,total,1-4,360*-389*,15
1963,total,1-4,360*-389*,12
1964,total,1-4,360*-389*,6
1965,total,1-4,360*-389*,12
1966,total,1-4,360*-389*,3
1967,total,1-4,360*-389*,10
1968,total,1-4,360*-389*,6
1969,total,1-4,360*-389*,2
1970,total,1-4,360*-389*,4
1971,total,1-4,360*-389*,6
1972,total,1-4,360*-389*,4
1973,total,1-4,360*-389*,3
1974,total,1-4,360*-389*,0
1975,total,1-4,360*-389*,4
1976,total,1-4,360*-389*,2
1977,total,1-4,360*-389*,1
1978,total,1-4,360*-389*,2
1979,total,1-4,360*-389*,3
1980,total,1-4,360*-389*,0
1981,total,1-4,360*-389*,1
1982,total,1-4,360*-389*,0
1983,total,1-4,360*-389*,1
1984,total,1-4,360*-389*,1
1985,total,1-4,360*-389*,1
1986,total,1-4,360*-389*,6
1987,total,1-4,360*-389*,1
1988,total,1-4,360*-389*,1
1989,total,1-4,360*-389*,0
1990,total,1-4,360*-389*,3
1991,total,1-4,360*-389*,2
1992,total,1-4,360*-389*,0
1993,total,1-4,360*-389*,0
1994,total,1-4,360*-389*,0
1995,total,1-4,360*-389*,2
1996,total,1-4,360*-389*,0
1997,total,1-4,360*-389*,0
1998,total,1-4,360*-389*,0
1999,total,1-4,360*-389*,1
1925,total,5-9,360*-389*,24
1926,total,5-9,360*-389*,28
1927,total,5-9,360*-389*,35
1928,total,5-9,360*-389*,42
1929,total,5-9,360*-389*,39
1930,total,5-9,360*-389*,36
1931,total,5-9,360*-389*,38
1932,total,5-9,360*-389*,31
1933,total,5-9,360*-389*,22
1934,total,5-9,360*-389*,23
1935,total,5-9,360*-389*,17
1936,total,5-9,360*-389*,18
1937,total,5-9,360*-389*,13
1938,total,5-9,360*-389*,9
1939,total,5-9,360*-389*,6
1940,total,5-9,360*-389*,4
1941,total,5-9,360*-389*,5
1942,total,5-9,360*-389*,3
1943,total,5-9,360*-389*,3
1944,total,5-9,360*-389*,3
1945,total,5-9,360*-389*,3
1946,total,5-9,360*-389*,4
1947,total,5-9,360*-389*,2
1948,total,5-9,360*-389*,1
1949,total,5-9,360*-389*,2
1950,total,5-9,360*-389*,2
1951,total,5-9,360*-389*,2
1952,total,5-9,360*-389*,3
1953,total,5-9,360*-389*,3
1954,total,5-9,360*-389*,2
1955,total,5-9,360*-389*,5
1956,total,5-9,360*-389*,7
1957,total,5-9,360*-389*,7
1958,total,5-9,360*-389*,3
1959,total,5-9,360*-389*,2
1960,total,5-9,360*-389*,0
1961,total,5-9,360*-389*,4
1962,total,5-9,360*-389*,1
1963,total,5-9,360*-389*,2
1964,total,5-9,360*-389*,1
1965,total,5-9,360*-389*,2
1966,total,5-9,360*-389*,0
1967,total,5-9,360*-389*,0
1968,total,5-9,360*-389*,2
1969,total,5-9,360*-389*,1
1970,total,5-9,360*-389*,1
1971,total,5-9,360*-389*,2
1972,total,5-9,360*-389*,1
1973,total,5-9,360*-389*,1
1974,total,5-9,360*-389*,1
1975,total,5-9,360*-389*,0
1976,total,5-9,360*-389*,1
1977,total,5-9,360*-389*,1
1978,total,5-9,360*-389*,1
1979,total,5-9,360*-389*,0
1980,total,5-9,360*-389*,0
1981,total,5-9,360*-389*,0
1982,total,5-9,360*-389*,0
1983,total,5-9,360*-389*,0
1984,total,5-9,360*-389*,1
1985,total,5-9,360*-389*,0
1986,total,5-9,360*-389*,0
1987,total,5-9,360*-389*,0
1988,total,5-9,360*-389*,0
1989,total,5-9,360*-389*,0
1990,total,5-9,360*-389*,0
1991,total,5-9,360*-389*,0
1992,total,5-9,360*-389*,0
1993,total,5-9,360*-389*,0
1994,total,5-9,360*-389*,1
1995,total,5-9,360*-389*,0
1996,total,5-9,360*-389*,0
1997,total,5-9,360*-389*,0
1998,total,5-9,360*-389*,0
1999,total,5-9,360*-389*,0
1925,total,10-14,360*-389*,25
1926,total,10-14,360*-389*,23
1927,total,10-14,360*-389*,23
1928,total,10-14,360*-389*,23
1929,total,10-14,360*-389*,19
1930,total,10-14,360*-389*,20
1931,total,10-14,360*-389*,23
1932,total,10-14,360*-389*,24
1933,total,10-14,360*-389*,20
1934,total,10-14,360*-389*,22
1935,total,10-14,360*-389*,18
1936,total,10-14,360*-389*,19
1937,total,10-14,360*-389*,9
1938,total,10-14,360*-389*,12
1939,total,10-14,360*-389*,7
1940,total,10-14,360*-389*,3
1941,total,10-14,360*-389*,5
1942,total,10-14,360*-389*,3
1943,total,10-14,360*-389*,1
1944,total,10-14,360*-389*,5
1945,total,10-14,360*-389*,2
1946,total,10-14,360*-389*,3
1947,total,10-14,360*-389*,3
1948,total,10-14,360*-389*,1
1949,total,10-14,360*-389*,1
1950,total,10-14,360*-389*,1
1951,total,10-14,360*-389*,3
1952,total,10-14,360*-389*,4
1953,total,10-14,360*-389*,1
1954,total,10-14,360*-389*,4
1955,total,10-14,360*-389*,2
1956,total,10-14,360*-389*,1
1957,total,10-14,360*-389*,1
1958,total,10-14,360*-389*,1
1959,total,10-14,360*-389*,4
1960,total,10-14,360*-389*,1
1961,total,10-14,360*-389*,1
1962,total,10-14,360*-389*,0
1963,total,10-14,360*-389*,2
1964,total,10-14,360*-389*,1
1965,total,10-14,360*-389*,0
1966,total,10-14,360*-389*,1
1967,total,10-14,360*-389*,4
1968,total,10-14,360*-389*,2
1969,total,10-14,360*-389*,1
1970,total,10-14,360*-389*,4
1971,total,10-14,360*-389*,1
1972,total,10-14,360*-389*,1
1973,total,10-14,360*-389*,1
1974,total,10-14,360*-389*,1
1975,total,10-14,360*-389*,1
1976,total,10-14,360*-389*,0
1977,total,10-14,360*-389*,1
1978,total,10-14,360*-389*,0
1979,total,10-14,360*-389*,0
1980,total,10-14,360*-389*,0
1981,total,10-14,360*-389*,0
1982,total,10-14,360*-389*,0
1983,total,10-14,360*-389*,0
1984,total,10-14,360*-389*,1
1985,total,10-14,360*-389*,0
1986,total,10-14,360*-389*,2
1987,total,10-14,360*-389*,0
1988,total,10-14,360*-389*,0
1989,total,10-14,360*-389*,0
1990,total,10-14,360*-389*,1
1991,total,10-14,360*-389*,0
1992,total,10-14,360*-389*,1
1993,total,10-14,360*-389*,0
1994,total,10-14,360*-389*,0
1995,total,10-14,360*-389*,0
1996,total,10-14,360*-389*,0
1997,total,10-14,360*-389*,0
1998,total,10-14,360*-389*,0
1999,total,10-14,360*-389*,0
1925,total,15-19,360*-389*,28
1926,total,15-19,360*-389*,30
1927,total,15-19,360*-389*,24
1928,total,15-19,360*-389*,34
1929,total,15-19,360*-389*,38
1930,total,15-19,360*-389*,26
1931,total,15-19,360*-389*,20
1932,total,15-19,360*-389*,14
1933,total,15-19,360*-389*,9
1934,total,15-19,360*-389*,7
1935,total,15-19,360*-389*,8
1936,total,15-19,360*-389*,8
1937,total,15-19,360*-389*,0
1938,total,15-19,360*-389*,4
1939,total,15-19,360*-389*,4
1940,total,15-19,360*-389*,1
1941,total,15-19,360*-389*,3
1942,total,15-19,360*-389*,3
1943,total,15-19,360*-389*,2
1944,total,15-19,360*-389*,5
1945,total,15-19,360*-389*,3
1946,total,15-19,360*-389*,5
1947,total,15-19,360*-389*,2
1948,total,15-19,360*-389*,1
1949,total,15-19,360*-389*,2
1950,total,15-19,360*-389*,4
1951,total,15-19,360*-389*,3
1952,total,15-19,360*-389*,2
1953,total,15-19,360*-389*,3
1954,total,15-19,360*-389*,1
1955,total,15-19,360*-389*,1
1956,total,15-19,360*-389*,2
1957,total,15-19,360*-389*,0
1958,total,15-19,360*-389*,5
1959,total,15-19,360*-389*,3
1960,total,15-19,360*-389*,0
1961,total,15-19,360*-389*,1
1962,total,15-19,360*-389*,1
1963,total,15-19,360*-389*,2
1964,total,15-19,360*-389*,0
1965,total,15-19,360*-389*,0
1966,total,15-19,360*-389*,2
1967,total,15-19,360*-389*,1
1968,total,15-19,360*-389*,0
1969,total,15-19,360*-389*,1
1970,total,15-19,360*-389*,0
1971,total,15-19,360*-389*,1
1972,total,15-19,360*-389*,3
1973,total,15-19,360*-389*,5
1974,total,15-19,360*-389*,0
1975,total,15-19,360*-389*,0
1976,total,15-19,360*-389*,1
1977,total,15-19,360*-389*,0
1978,total,15-19,360*-389*,0
1979,total,15-19,360*-389*,0
1980,total,15-19,360*-389*,0
1981,total,15-19,360*-389*,0
1982,total,15-19,360*-389*,2
1983,total,15-19,360*-389*,1
1984,total,15-19,360*-389*,1
1985,total,15-19,360*-389*,1
1986,total,15-19,360*-389*,2
1987,total,15-19,360*-389*,1
1988,total,15-19,360*-389*,0
1989,total,15-19,360*-389*,1
1990,total,15-19,360*-389*,0
1991,total,15-19,360*-389*,0
1992,total,15-19,360*-389*,0
1993,total,15-19,360*-389*,0
1994,total,15-19,360*-389*,1
1995,total,15-19,360*-389*,0
1996,total,15-19,360*-389*,0
1997,total,15-19,360*-389*,0
1998,total,15-19,360*-389*,0
1999,total,15-19,360*-389*,0
1925,total,20-24,360*-389*,38
1926,total,20-24,360*-389*,37
1927,total,20-24,360*-389*,38
1928,total,20-24,360*-389*,45
1929,total,20-24,360*-389*,46
1930,total,20-24,360*-389*,40
1931,total,20-24,360*-389*,39
1932,total,20-24,360*-389*,33
1933,total,20-24,360*-389*,23
1934,total,20-24,360*-389*,21
1935,total,20-24,360*-389*,18
1936,total,20-24,360*-389*,17
1937,total,20-24,360*-389*,7
1938,total,20-24,360*-389*,13
1939,total,20-24,360*-389*,8
1940,total,20-24,360*-389*,4
1941,total,20-24,360*-389*,5
1942,total,20-24,360*-389*,5
1943,total,20-24,360*-389*,3
1944,total,20-24,360*-389*,6
1945,total,20-24,360*-389*,6
1946,total,20-24,360*-389*,4
1947,total,20-24,360*-389*,3
1948,total,20-24,360*-389*,1
1949,total,20-24,360*-389*,2
1950,total,20-24,360*-389*,4
1951,total,20-24,360*-389*,4
1952,total,20-24,360*-389*,2
1953,total,20-24,360*-389*,3
1954,total,20-24,360*-389*,1
1955,total,20-24,360*-389*,1
1956,total,20-24,360*-389*,0
1957,total,20-24,360*-389*,1
1958,total,20-24,360*-389*,1
1959,total,20-24,360*-389*,1
1960,total,20-24,360*-389*,1
1961,total,20-24,360*-389*,2
1962,total,20-24,360*-389*,0
1963,total,20-24,360*-389*,2
1964,total,20-24,360*-389*,0
1965,total,20-24,360*-389*,0
1966,total,20-24,360*-389*,0
1967,total,20-24,360*-389*,0
1968,total,20-24,360*-389*,1
1969,total,20-24,360*-389*,0
1970,total,20-24,360*-389*,3
1971,total,20-24,360*-389*,2
1972,total,20-24,360*-389*,0
1973,total,20-24,360*-389*,2
1974,total,20-24,360*-389*,0
1975,total,20-24,360*-389*,1
1976,total,20-24,360*-389*,1
1977,total,20-24,360*-389*,1
1978,total,20-24,360*-389*,0
1979,total,20-24,360*-389*,2
1980,total,20-24,360*-389*,1
1981,total,20-24,360*-389*,1
1982,total,20-24,360*-389*,1
1983,total,20-24,360*-389*,0
1984,total,20-24,360*-389*,0
1985,total,20-24,360*-389*,0
1986,total,20-24,360*-389*,0
1987,total,20-24,360*-389*,0
1988,total,20-24,360*-389*,1
1989,total,20-24,360*-389*,0
1990,total,20-24,360*-389*,1
1991,total,20-24,360*-389*,1
1992,total,20-24,360*-389*,0
1993,total,20-24,360*-389*,0
1994,total,20-24,360*-389*,0
1995,total,20-24,360*-389*,0
1996,total,20-24,360*-389*,0
1997,total,20-24,360*-389*,0
1998,total,20-24,360*-389*,1
1999,total,20-24,360*-389*,0
1925,total,25-29,360*-389*,9
1926,total,25-29,360*-389*,10
1927,total,25-29,360*-389*,13
1928,total,25-29,360*-389*,14
1929,total,25-29,360*-389*,11
1930,total,25-29,360*-389*,9
1931,total,25-29,360*-389*,13
1932,total,25-29,360*-389*,5
1933,total,25-29,360*-389*,5
1934,total,25-29,360*-389*,4
1935,total,25-29,360*-389*,4
1936,total,25-29,360*-389*,3
1937,total,25-29,360*-389*,2
1938,total,25-29,360*-389*,7
1939,total,25-29,360*-389*,7
1940,total,25-29,360*-389*,3
1941,total,25-29,360*-389*,2
1942,total,25-29,360*-389*,2
1943,total,25-29,360*-389*,1
1944,total,25-29,360*-389*,2
1945,total,25-29,360*-389*,4
1946,total,25-29,360*-389*,1
1947,total,25-29,360*-389*,2
1948,total,25-29,360*-389*,1
1949,total,25-29,360*-389*,2
1950,total,25-29,360*-389*,1
1951,total,25-29,360*-389*,2
1952,total,25-29,360*-389*,1
1953,total,25-29,360*-389*,3
1954,total,25-29,360*-389*,4
1955,total,25-29,360*-389*,2
1956,total,25-29,360*-389*,0
1957,total,25-29,360*-389*,3
1958,total,25-29,360*-389*,1
1959,total,25-29,360*-389*,4
1960,total,25-29,360*-389*,0
1961,total,25-29,360*-389*,1
1962,total,25-29,360*-389*,2
1963,total,25-29,360*-389*,2
1964,total,25-29,360*-389*,0
1965,total,25-29,360*-389*,1
1966,total,25-29,360*-389*,0
1967,total,25-29,360*-389*,2
1968,total,25-29,360*-389*,1
1969,total,25-29,360*-389*,1
1970,total,25-29,360*-389*,0
1971,total,25-29,360*-389*,0
1972,total,25-29,360*-389*,2
1973,total,25-29,360*-389*,2
1974,total,25-29,360*-389*,0
1975,total,25-29,360*-389*,0
1976,total,25-29,360*-389*,0
1977,total,25-29,360*-389*,1
1978,total,25-29,360*-389*,2
1979,total,25-29,360*-389*,1
1980,total,25-29,360*-389*,1
1981,total,25-29,360*-389*,1
1982,total,25-29,360*-389*,1
1983,total,25-29,360*-389*,1
1984,total,25-29,360*-389*,1
1985,total,25-29,360*-389*,1
1986,total,25-29,360*-389*,0
1987,total,25-29,360*-389*,0
1988,total,25-29,360*-389*,0
1989,total,25-29,360*-389*,0
1990,total,25-29,360*-389*,0
1991,total,25-29,360*-389*,0
1992,total,25-29,360*-389*,0
1993,total,25-29,360*-389*,1
1994,total,25-29,360*-389*,0
1995,total,25-29,360*-389*,1
1996,total,25-29,360*-389*,0
1997,total,25-29,360*-389*,0
1998,total,25-29,360*-389*,1
1999,total,25-29,360*-389*,1
1925,total,30-34,360*-389*,9
1926,total,30-34,360*-389*,10
1927,total,30-34,360*-389*,13
1928,total,30-34,360*-389*,13
1929,total,30-34,360*-389*,11
1930,total,30-34,360*-389*,11
1931,total,30-34,360*-389*,14
1932,total,30-34,360*-389*,7
1933,total,30-34,360*-389*,7
1934,total,30-34,360*-389*,6
1935,total,30-34,360*-389*,7
1936,total,30-34,360*-389*,5
1937,total,30-34,360*-389*,2
1938,total,30-34,360*-389*,2
1939,total,30-34,360*-389*,2
1940,total,30-34,360*-389*,5
1941,total,30-34,360*-389*,3
1942,total,30-34,360*-389*,3
1943,total,30-34,360*-389*,4
1944,total,30-34,360*-389*,2
1945,total,30-34,360*-389*,3
1946,total,30-34,360*-389*,2
